"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50"
0.6264,-3.3301,7.0931,-1.5334,-1.9188,2.1196,-2.1757,2.3913,-5.2812,2.2195,-1.0308,2.8824,-3.2319,-5.0447,-6.3628,-2.4316,-2.9423,6.904,-4.2253,-4.5612,-3.4777,-2.7419,1.1052,-0.7461,-5.6066,1.2381,-3.713,-0.4431,1.4496,-3.8204,5.0778,4.1385,5.7678,0.8993,-9.7917,3.9173,4.3119,0.2211,-4.2258,2.828,3.1287,-6.0333,4.5349,-1.2943,-4.931,-5.244,2.3948,3.0539,6.2657,-3.0157
7.0331,2.6849,7.0934,-1.6822,0.5421,3.4375,-0.2495,-0.5064,3.525,-3.0062,-5.3134,-3.22,1.6621,0.9546,0.4896,2.9262,-0.642,-2.8426,2.2868,-1.113,-5.6938,3.6512,3.4649,-0.6086,-2.2639,-2.6992,4.9364,-7.6308,1.4873,-0.2179,1.0149,5.222,-5.6375,6.9376,1.4188,-1.6377,-3.6343,-8.301,4.5946,0.9985,3.2396,-1.369,2.4839,-7.4313,-1.2188,2.3063,8.039,-8.0001,-11.7777,-8.861
3.0226,0.7011,2.2587,-0.2504,-0.6668,-1.7212,-2.8906,2.4934,-1.4636,-1.1487,4.8292,2.1454,-1.6231,-3.6764,-4.6425,-3.585,-4.4534,8.6176,-3.4488,0.6712,-2.9943,-1.8272,0.9796,-3.4636,-4.8098,-1.2886,-5.0053,-0.5721,2.5173,-1.9448,6.9195,3.6455,5.7347,-4.7358,-9.3598,0.2136,6.5963,0.579,-2.8422,-2.9257,3.2339,-6.0865,6.4147,-1.9053,-0.3386,-2.9126,1.1305,5.2859,3.3528,5.4918
4.6009,0.3481,3.6273,2.4198,-0.7283,0.4829,-0.6137,1.1984,-6.5536,0.1123,0.0711,1.6022,0.7819,-2.0871,0.8272,-1.9668,-5.4599,8.4709,0.9405,-1.9269,-1.9878,1.3441,-2.4615,1.1971,0.1732,-0.4435,-0.5244,-2.8683,3.7279,-4.2656,6.1338,-1.5584,6.1719,-0.5257,-14.2197,0.3998,6.6072,-0.7288,-1.7626,2.6242,1.7387,-4.3479,8.0932,1.3297,-1.3389,-4.8391,0.8193,7.4833,4.9509,0.0375
-6.3867,0.4944,-3.3751,9.836,5.5417,-1.1289,3.9767,1.2672,1.2095,-4.4392,3.2151,2.0205,-4.123,-9.1548,5.2121,-0.8818,0.5,0.9115,5.648,0.3725,0.8991,5.8107,-4.1297,-10.0794,-0.7238,0.8944,1.9271,-10.0935,-1.4094,3.2768,7.4122,1.1209,2.1351,0.9359,-6.2132,-4.3735,-6.0786,-1.6856,2.7713,2.9411,-0.9549,0.265,4.0868,1.1716,-10.0389,-2.1618,2.9036,6.2692,0.8563,5.7285
-2.7168,3.7928,0.7859,2.4069,-3.3474,-6.2522,0.8949,4.1074,-0.4109,-4.7316,4.6446,-2.0123,2.1932,-9.4646,1.4923,0.5238,1.2958,4.1157,2.5156,2.9614,2.7914,2.3858,0.2658,-4.4049,4.6395,-1.142,-0.819,-10.061,-1.0668,1.6017,8.3677,-3.3909,1.9909,1.3993,-6.9126,-1.9054,-1.869,1.6152,7.3501,1.7885,-1.8913,-0.0621,-1.6746,3.0344,-2.4757,-2.1687,0.3901,3.1618,0.4951,0.4616
0.5023,3.7134,-0.8603,0.6967,0.2785,0.6558,-1.7027,2.0588,-1.1581,2.0146,-1.8984,2.0837,1.5562,-1.8527,1.2933,-3.4531,-6.7199,7.9468,1.4305,0.2543,-3.7786,-2.7714,-1.1153,-3.8638,-2.7148,-4.1643,-4.2305,-5.3865,4.64,0.1547,8.7004,1.4241,3.0432,-1.6747,-6.5259,-0.9496,5.5157,-1.203,-1.3397,0.2051,-0.7362,-4.1912,1.4194,0.5586,-4.419,-3.8515,-0.489,5.2766,3.7551,0.6538
-4.7308,0.4147,-3.8101,6.5399,3.3393,-1.5776,1.7827,3.9304,4.9495,-3.4535,3.4631,2.8911,-0.9119,-7.8952,9.8189,0.9143,4.5863,2.872,0.5533,3.5715,2.0432,3.0273,0.5333,-7.7118,0.5695,-2.9425,-0.5175,-6.4134,-0.7364,3.5602,4.3141,-1.783,1.8858,-0.4034,-8.9573,-1.547,-0.6177,1.7115,2.5893,3.3657,0.7034,0.1755,-0.3146,3.6289,-3.7403,0.5002,-2.1282,3.7317,-1.863,2.9411
1.4121,1.4738,-4.2564,7.0434,-1.487,0.2746,-0.8626,4.5022,0.6071,-3.6743,6.0764,4.9767,-2.3364,-8.6245,6.6993,3.9021,1.2666,4.9755,3.3504,2.7333,6.3027,2.1524,0.0337,-5.5461,6.2878,0.0619,0.8203,-3.7907,0.6277,2.1201,1.2444,3.8336,-0.0092,-4.7924,-1.9497,1.9778,0.1508,-0.9317,6.8041,2.4546,0.2623,0.3842,-0.3373,1.3167,2.5762,-1.93,1.3198,0.3488,-4.4882,1.9889
-0.8878,-4.1189,-6.0881,8.9992,-1.1077,-5.3237,0.4156,6.3666,3.2539,-2.8984,8.2634,2.1671,-4.5376,-5.7104,3.8144,-0.814,2.846,1.1225,4.065,1.3655,6.0899,0.0175,0.1185,-7.5477,1.4653,-0.929,-0.3642,-4.7398,-1.2602,-0.0084,9.7801,-4.8079,3.2592,1.7668,-9.9216,-1.4675,1.0797,-2.1532,4.5414,2.8268,0.4173,-2.0208,3.4069,2.0343,0.1191,-5.0677,0.3192,4.3346,-0.1451,3.976
-5.7088,-1.3391,-1.3067,7.9352,0.6299,-3.168,2.8244,2.7108,3.6329,-2.6126,6.4052,1.6406,-1.4331,-10.9182,-0.4564,0.9363,0.4502,2.7177,3.8479,3.4773,3.6725,0.882,1.8813,-6.1349,4.8052,-1.7215,-0.5683,-5.0213,-4.5916,1.4457,4.094,0.0712,2.1781,2.4655,-7.2798,-1.7326,-1.9975,-0.7636,2.9838,3.3488,-1.5489,-2.3613,2.2853,6.5327,-7.0758,-3.1777,2.1774,1.5004,-1.4691,2.3257
3.5114,10.1653,6.9025,-2.3912,-2.9803,7.2322,3.0736,-3.1205,4.47,-4.7673,-4.8152,-6.7428,2.31,1.006,5.0848,0.7836,-3.0193,-1.7577,1.7537,-5.306,-6.9798,2.5187,3.9336,2.6537,-0.3129,-3.7127,7.5417,-2.3381,2.335,-0.3422,1.5792,4.8258,-5.7968,8.4377,1.9845,2.3188,-7.8454,-6.4623,6.8854,4.2683,0.1733,3.675,0.7087,-6.1124,3.6223,-0.1334,5.1502,-6.1619,-13.3217,-7.1276
3.3833,6.0233,6.3951,-4.4261,2.3754,4.4332,0.2608,-1.7521,1.602,-5.9468,-2.0035,-5.2225,0.9014,0.702,4.5009,-1.5852,-0.5614,-2.0631,4.9832,1.2956,-8.8382,2.5963,-1.6101,-0.949,-0.7116,-3.2971,3.8303,-2.6546,3.3027,3.3912,2.0855,3.4998,-4.6822,5.7297,-2.1783,4.1636,-5.2671,-5.8441,9.3376,-1.6263,3.8268,2.8962,1.8665,-2.9966,0.7889,4.6141,5.2858,-6.6153,-11.6819,-3.8677
7.775,7.0515,5.7899,-5.4129,2.3138,4.8929,-0.0034,-0.184,-0.957,-6.2972,-0.8189,-1.2105,3.9796,2.7349,1.3439,1.2368,-1.2186,-3.0785,-1.4324,-0.9447,-6.1294,1.8685,-0.0426,0.1872,-0.0301,-1.9715,5.6902,-3.3824,3.2736,5.3408,1.9499,3.8131,-3.755,4.5188,-3.0924,4.5331,-5.8553,-8.2768,7.7929,-3.5178,2.7054,2.9517,2.522,-5.0676,-0.133,-1.0906,6.8069,-6.0637,-9.4832,-4.2725
1.978,0.3396,3.2905,3.5122,-4.4945,-0.9508,-0.0022,-2.6992,-2.8532,1.2116,1.7843,-0.3942,2.2642,-0.5921,-2.9209,-5.9325,-5.0287,7.6808,-1.6794,0.1611,-0.0965,-1.3055,-2.5874,-2.0341,-4.1396,-2.8591,-2.3678,-1.7194,0.1846,-1.0861,7.5139,4.495,2.7621,0.6256,-8.4262,-4.2892,3.0977,-2.2986,-4.1097,0.3001,3.7588,-3.8357,8.6503,-2.3521,-6.5609,-4.654,2.4202,2.8489,1.4153,-2.0023
2.1884,-2.5986,2.714,5.3773,-3.1115,4.1212,-0.7042,0.0262,-3.0294,-0.9821,-0.5311,2.3377,0.0655,-5.8901,-4.1104,-1.5113,-2.653,9.6391,3.033,-1.7314,-3.5969,-1.6073,-0.9075,-2.1337,-1.1074,-2.8725,-3.0157,-3.1372,-1.2182,-5.5352,4.7495,2.4353,4.9455,2.4184,-7.3454,1.6285,6.9943,1.0803,-3.8282,1.0495,-3.0356,-3.8896,8.0057,-2.3714,-6.1799,-8.7734,0.5951,4.27,7.4284,1.1517
5.1577,4.624,3.1573,-2.9486,4.2888,5.7557,2.2876,1.1755,3.3973,-1.3203,-8.0243,-1.4026,4.5292,-1.5939,4.2631,0.5328,-4.2145,-2.2609,3.8961,0.4977,-6.9521,0.3483,1.48,-2.7206,-2.5263,1.323,3.7898,-4.8961,2.1905,-1.1419,0.8135,6.3626,-1.3179,7.466,4.7385,4.664,-7.268,-5.8322,6.4148,4.4673,3.6137,4.4217,1.8613,-5.1847,0.5396,2.0007,4.3984,-4.0827,-8.8796,-3.999
2.0217,3.3869,7.8394,-4.4982,-4.9276,2.8652,4.8866,-0.9897,7.9701,-0.5842,-1.9723,-0.0349,4.4567,-4.0375,2.5225,-1.177,-1.0394,0.1959,-0.7235,-3.1169,-6.3486,3.1949,-0.2246,-6.2252,0.6919,-1.696,0.9509,-2.3806,4.4976,-0.7998,-2.0155,4.3866,-3.0856,2.5881,0.0714,0.9691,-8.4445,-9.0054,6.1024,3.2147,3.5207,1.7551,-0.3108,-7.1845,-3.6719,3.0036,6.3175,-6.3869,-7.4645,-1.6341
5.6629,0.2596,1.2117,6.2525,-4.3328,0.6805,0.0776,0.8696,-4.5687,-0.7116,-2.1801,2.5615,1.1919,-7.1309,-4.8743,-0.7034,-7.3371,7.3892,0.0025,-4.3002,-4.6736,-4.4999,-2.4549,2.0632,-3.592,-1.3636,-3.1726,-3.7208,2.1501,-1.4153,4.8879,1.7197,2.3717,-1.0845,-8.8839,-4.5162,1.3997,-1.5075,0.3845,-1.9651,1.4889,-0.8796,6.2448,-3.5859,-6.4898,-4.5699,4.5112,9.0023,6.6314,-0.439
2.9034,-0.2369,-1.5857,1.6011,-7.6723,-1.7119,-2.7133,3.5675,-5.9088,-1.6616,-0.2435,2.4401,1.5786,-4.3263,-5.7405,-1.1665,-3.6938,10.5487,1.8056,1.0898,-0.2985,-3.8481,1.5829,2.3738,1.3952,1.2689,-4.5087,-0.4834,2.6026,-1.2484,4.5272,5.3422,2.5659,0.7668,-9.1645,0.3303,4.7403,1.1666,-3.7591,2.1106,0.6304,-1.0005,3.8085,-1.0134,-6.5109,-2.0156,3.1989,4.2384,5.4239,3.5156
3.4966,-0.7433,2.4093,2.0875,-2.5794,-0.8935,-2.3404,1.6228,-7.6141,2.9971,0.2507,1.1445,3.7905,-2.0953,-3.4377,-1.9441,-4.9888,8.1298,-1.738,-1.4821,-2.3661,-1.7378,-0.1134,0.2567,-2.9937,-2.4268,-2.0491,-0.0403,0.0883,-1.8546,6.0437,-1.3216,4.2627,-2.8647,-9.9858,2.643,3.9439,-1.1224,-1.8422,1.5264,0.3607,-1.9805,6.308,-4.2435,-5.6985,-3.7218,-0.6438,5.0407,5.3421,-0.5591
3.8311,-1.4304,4.2606,3.6728,-5.7432,4.3881,1.9396,-0.2645,-1.9999,0.0215,-3.8114,4.733,0.4112,-4.1839,-3.857,-0.7464,-3.2588,7.8019,-0.4483,-4.0547,-1.1413,-1.1618,-0.5076,0.2515,-2.796,-3.4356,-2.6765,-4.1267,3.1612,-4.8073,-0.1017,1.0065,1.4629,1.6449,-5.1697,0.2155,3.1072,2.2016,-3.9746,1.4919,1.2671,-7.7776,6.983,-4.9641,-7.9313,-8.8395,1.6732,9.5308,6.5452,-4.0435
-1.4812,3.3696,-2.6432,5.5732,1.1464,-7.4083,2.6243,2.1148,0.2562,-0.4835,1.786,2.0077,-4.881,-7.7571,4.1945,-1.4301,-3.2529,4.8908,1.3636,1.5879,1.6093,2.828,1.7448,-8.8075,6.0512,-0.4467,-1.9448,-6.9204,0.3739,1.3485,6.5585,2.461,-1.5973,0.9799,-6.5145,-4.1564,-1.4775,-1.1734,6.2163,2.4176,-3.3869,-1.7619,2.5729,2.3533,-6.1507,-3.3547,1.4421,2.9671,-0.6593,2.3274
6.1748,5.5434,5.5452,-2.5779,-1.3098,5.3166,2.2273,-1.904,0.127,-2.8015,-4.7398,-3.9966,4.9009,-5.6168,5.0217,-0.2371,-0.832,-4.6842,0.7051,-1.6771,-3.4915,3.5243,0.4037,-3.1314,0.1774,0.2222,9.4098,-2.9932,3.2737,5.4065,-1.1644,6.9911,-5.3292,4.041,0.3249,-1.1465,-9.6108,-4.5179,6.7178,1.5693,1.7897,3.3592,0.3589,-5.854,-1.659,2.8665,9.7535,-6.2551,-8.9592,-6.8142
2.5632,4.684,3.4986,-1.736,0.7772,1.0907,1.6299,1.6447,0.9501,-3.1875,-0.3064,-0.4771,0.0463,-1.1937,1.4773,-1.2724,0.5071,-3.1238,0.9816,-1.3894,-6.7608,2.1823,-1.3061,-4.8279,0.757,-0.5408,2.6718,-1.3171,-0.2842,3.6675,4.3401,5.1932,-3.1394,3.2928,-4.5602,0.4105,-2.1273,-7.443,5.1005,-1.3034,4.3038,3.6687,1.5822,-7.3465,1.16,-0.3625,10.1736,-4.25,-7.574,-6.7422
-0.7943,-2.7179,-3.279,6.8097,1.1428,-5.0416,5.0871,1.7439,1.2411,0.5834,8.2618,-0.7025,-5.3292,-12.5608,5.2621,7.135,1.9253,3.9109,6.0987,6.4803,1.1185,1.9933,0.1921,-10.9752,4.2475,-2.4963,0.6033,-2.7218,-2.5235,3.4633,5.4942,-1.9984,3.6645,0.7749,-7.6782,-0.2147,0.0299,-4.0668,2.7021,3.1968,-1.979,-0.3299,5.9808,6.6178,-4.5653,-0.6362,4.0436,2.2099,0.5704,4.7623
1.3415,6.2148,3.7113,-2.4713,-1.2087,5.9329,3.8609,-4.9523,3.6068,-2.7864,-2.4382,-1.094,2.7933,1.5554,2.1151,-0.3849,2.2797,1.9344,0.5141,-2.4604,-5.7311,0.1586,-2.2952,-0.7053,0.3339,-6.5939,5.4956,-3.018,1.714,1.4096,-1.0004,0.0838,-4.955,5.6335,-0.4069,3.17,-9.3122,-5.6528,5.1139,0.3478,0.0982,3.6849,2.0457,-4.6798,-0.8026,1.4174,4.4852,-7.7349,-8.2577,-7.2231
-3.9087,-2.0359,-3.4597,6.3266,2.7906,-3.6969,2.7461,2.9562,2.5345,-0.9826,4.6255,2.9714,-2.0511,-9.7742,6.7575,1.2441,0.7551,3.1912,4.3802,1.8262,2.8165,4.4318,3.9235,-12.8275,2.7425,-0.8399,0.8803,-8.0701,-0.8588,4.2577,3.8035,0.7451,1.577,2.7662,-4.8807,-0.6753,-0.5582,-0.0512,1.4255,4.7299,-2.8853,0.4552,0.0294,4.7676,-4.7366,-5.4125,0.5785,2.5021,1.1254,2.7115
0.3687,10.5387,4.8207,1.9228,-0.5244,2.5953,-1.5777,-6.4568,5.6892,1.1796,-5.4523,-1.8696,-1.0257,-0.5005,4.9807,1.1639,-0.7775,-2.4576,0.8096,0.7389,-7.3905,4.3275,-4.3814,-3.9374,-1.2461,-2.7725,2.1969,-3.6882,0.527,-2.0653,-3.6941,1.4675,-4.3263,3.7764,-1.1843,2.024,-7.1329,-8.8417,5.0602,0.6727,2.9411,5.6287,-0.4592,-3.2275,0.9003,6.7861,3.9532,-4.333,-13.2764,-6.4997
0.4484,0.9127,3.197,1.7105,-0.6117,3.8326,3.8861,-2.2373,-7.8078,0.3785,-0.1719,1.1936,2.3905,1.3826,-3.1666,-2.5634,-6.2932,12.2791,0.3578,0.8115,-1.8204,-1.6402,-0.1672,0.4364,-1.0566,-1.5499,-3.3966,-2.041,0.8784,-3.0079,3.4042,0.8766,4.2946,-1.1686,-11.2939,-3.8436,3.2646,0.137,-0.1734,-2.8335,1.7475,-6.7235,7.5144,-0.2973,-4.71,-7.9407,3.6079,7.4685,3.2485,-2.0723
-2.5349,1.1175,-2.2985,6.164,-0.052,-2.8844,2.1858,3.6052,3.1496,-2.336,3.1314,-0.6882,-5.5081,-7.5081,5.7952,-0.8267,1.6407,3.1116,2.5876,5.1267,3.6381,2.8561,2.5964,-2.6741,3.9824,-0.0159,-2.9503,-1.9476,-2.0322,3.997,9.8686,2.4749,-2.2256,-3.4909,-5.84,-3.9453,-0.5893,-2.5105,7.1518,4.4934,-1.6979,-3.8711,4.5594,3.8,-3.6933,0.5502,-0.9804,2.7398,-3.2453,5.2444
3.9107,4.5853,6.2672,-6.6512,-0.1147,3.5731,0.1045,1.6737,3.4173,-2.5752,-4.6592,-5.0975,0.652,-0.5778,3.5851,-0.3843,-1.3978,-2.2451,4.7071,-5.7272,-7.2496,1.1815,0.0385,-4.0205,2.8763,-0.2079,5.9563,-1.2705,0.8775,3.8485,0.7038,5.7511,-0.0737,5.5427,-0.8046,1.6864,-10.2986,-5.4361,7.8029,4.5072,3.822,3.8113,2.3705,-5.1267,2.021,5.0598,3.9986,-5.1887,-8.5626,-1.702
2.8933,-5.6256,1.9474,1.6664,-4.0511,-3.2953,3.2643,3.6652,-2.4953,3.175,-1.8032,3.9467,-1.6541,-3.2351,-0.1496,1.5612,-5.6757,3.8511,4.2278,-0.3203,-2.4527,0.5677,-5.0429,-3.0389,-0.6538,-1.4109,-5.235,-3.5537,3.2348,-3.6456,11.319,-0.3718,2.7517,-5.8598,-5.2235,0.3865,4.7439,-1.7884,0.2751,3.517,-0.7124,-4.6966,3.6337,-2.6872,-6.4126,-2.0468,1.2691,2.3312,2.9773,-3.2219
-2.769,-2.0755,-0.0667,1.839,2.2911,0.4077,0.9824,4.8842,-1.8845,-1.5956,8.3117,0.9494,-4.2809,-9.9822,-0.1627,1.0934,-0.0614,6.0019,1.6532,1.0662,1.9146,5.5834,-3.2777,-7.6268,2.6103,1.4316,-0.6908,-1.1522,-5.403,3.355,5.704,-0.6073,7.1348,0.4475,-3.9679,-4.0505,0.5607,2.0428,4.3227,9.5872,0.8812,-0.8948,2.0777,1.0322,1.2316,-1.321,-0.5919,3.4804,3.1763,1.7033
-0.3782,0.2113,-4.1155,5.3004,1.0457,-4.6745,-0.4441,3.0967,-0.2024,-0.7902,5.1698,1.8561,-2.6729,-7.7275,5.2898,0.8361,-1.0356,1.2979,-0.5055,3.909,1.5593,5.4423,0.4578,-8.6325,6.0372,0.2094,0.363,-4.2246,-1.7448,-0.3302,8.2005,0.5156,6.072,-0.8445,-4.8019,0.1408,1.2545,-0.3914,5.0904,3.1891,4.7906,-1.4477,1.0902,1.3343,-2.3588,0.7713,-0.6775,5.7781,-1.9417,6.1995
-2.7302,-1.457,-3.6022,5.9726,2.9459,-3.3315,-0.5898,3.3533,2.3259,-0.3091,7.9863,-0.732,-2.6208,-11.3986,7.339,4.5775,0.0292,2.3178,4.4239,0.8999,3.5618,5.369,-0.2362,-10.6617,0.9767,1.0267,0.1047,-5.652,-3.7789,0.2133,7.1797,-1.5056,5.1484,1.9536,-7.2526,0.3023,-0.8053,-1.6088,3.0454,3.8509,-0.7923,-1.9514,3.011,1.1199,-3.0507,-0.5122,-0.4838,2.0336,0.7127,4.3094
-0.0873,-1.6157,-1.5194,3.383,-3.4573,0.3775,-1.6087,1.304,-0.0218,4.2334,6.1244,0.2985,0.5842,-8.3754,4.2619,1.179,-2.3818,5.2763,3.9938,6.7985,-0.3382,0.9386,-1.1182,-14.038,10.1045,0.7443,-1.4675,-3.0691,-4.9541,2.4685,5.5049,-0.4507,2.9037,-0.8067,-3.9552,0.205,-1.0513,-1.9402,8.0885,2.7451,-1.3258,-0.875,1.5437,1.5882,-0.226,-4.0235,4.8377,1.0559,0.577,4.6081
2.5907,5.7743,5.083,-0.1192,-0.1567,3.2935,0.6518,2.0939,1.1004,-3.959,-5.0124,2.0917,0.7758,0.885,2.8062,-1.3683,2.8797,-5.1948,0.0097,-0.0597,-4.6654,4.108,0.3136,-4.0197,-2.2177,-2.278,7.4048,-2.5114,2.3083,3.0634,2.1431,6.8373,-1.6073,7.5957,1.664,-0.4508,-5.2554,-4.4736,2.7919,1.108,-0.5681,3.7955,1.6144,-1.1671,-1.2707,0.5225,3.2483,-5.6337,-6.0978,-7.163
1.9709,-3.3748,5.6001,3.1517,-2.8355,2.1692,-2.8328,5.3425,-2.6373,-2.8137,6.0239,2.3468,1.3681,-5.1955,-3.7132,-3.4888,-1.9059,12.6167,0.9485,-3.6275,0.7147,-3.9029,-1.591,-2.8636,-4.0283,-7.8594,-3.6264,-1.7722,2.2842,-1.2486,7.9545,-0.5463,4.7144,-3.8022,-8.0493,-4.0433,2.5201,-0.591,-3.9512,1.661,2.3863,-5.2269,5.8941,0.5016,-6.621,-6.6599,3.5062,9.0153,4.0002,1.2377
3.1185,-2.1192,3.2203,6.5909,-2.1091,-0.1885,0.9794,0.6907,-5.6514,5.3012,-2.5535,-1.7278,1.3854,-9.7545,-5.2646,-2.1234,-5.7507,8.5716,0.2249,-2.7165,-1.7874,-6.3346,3.4355,0.6324,-2.0593,0.2173,-3.2857,-2.3403,-0.6593,-4.5603,3.6659,-3.0642,1.7578,-1.8893,-11.7514,0.4871,4.5092,-0.2064,-1.8538,-0.683,2.5922,-6.9266,9.5738,-5.1625,-10.5565,-6.7081,0.4657,5.7072,2.2669,1.8588
-3.5195,-0.1982,-2.7238,5.5654,-0.3121,-1.987,0.8123,1.9059,1.3522,-3.1372,8.3963,2.3455,-3.3681,-9.6554,5.5135,-2.9889,-0.9268,3.8798,2.0171,2.5585,0.8502,3.839,1.4447,-4.1776,1.0325,-0.3424,2.3614,-0.673,-2.6508,0.4447,5.4179,-0.2091,2.6641,-2.0237,-5.2901,-3.429,-0.7784,-0.9645,4.7951,4.8373,0.4894,-3.8314,4.822,3.3367,-2.2386,0.9172,2.8539,3.7181,-2.9274,1.4297
-2.1883,-0.8583,-3.2741,7.7807,1.565,-7.9089,0.2506,1.2224,1.2819,-1.6623,2.6851,2.9433,-5.1129,-8.836,11.2598,-3.7312,-0.7112,2.4012,4.6954,5.5054,-1.0635,1.1949,-2.344,-12.4981,-0.642,-0.5787,1.6716,-6.4437,1.1683,1.4056,7.4979,3.8537,5.164,2.7112,-4.728,-3.5581,0.6676,-0.8199,4.9289,6.0275,-0.9086,1.45,3.0163,3.5557,-2.8275,-0.477,0.7375,2.749,0.8582,3.3815
0.6725,-2.0941,6.3773,0.7224,-4.3926,3.9617,-0.8652,2.8333,-4.8592,-1.7981,0.0906,1.2589,-1.3469,-1.2221,-5.5831,-1.5929,-3.2756,7.4074,-4.5443,-1.1942,2.3174,3.0898,-0.147,0.9647,-2.2454,-2.4281,-2.7573,-0.8121,3.0394,-1.0525,6.1367,-1.0136,5.089,-0.9646,-10.2975,1.9126,5.0178,1.8765,-0.4999,2.3782,-2.9059,-1.8196,6.2817,-2.7861,-7.6184,-5.8182,2.8338,3.5181,4.6766,-1.4219
1.2433,2.9055,3.4867,-4.3367,-1.4043,6.2932,0.8933,-0.366,1.4788,-1.6409,-3.4725,0.7846,1.4313,-2.4607,-3.2336,2.6885,-2.1925,-3.0086,1.4399,-1.7449,-5.9777,3.4128,1.6861,-0.496,-2.4119,-0.0064,8.0397,-3.7583,0.3335,0.4884,1.7465,6.5056,-5.8365,6.1979,-2.6346,0.4657,-7.4546,-8.2106,8.5783,-1.6095,1.5028,2.3671,-2.5367,-6.3167,1.5361,-0.3611,2.967,-5.0744,-9.9127,-2.2196
3.7395,0.9949,4.9756,3.6528,-3.5564,0.5324,-4.0785,-0.4344,0.7058,0.5629,4.3759,-1.5077,3.0849,-5.8477,-2.5103,-3.5564,-5.6732,9.145,-1.6996,-1.0806,1.2994,-1.5328,1.0537,-1.1297,-3.3633,-4.4606,-5.2893,-3.4023,3.8228,-4.0328,5.7649,1.0432,3.5162,-0.8247,-7.549,2.7109,3.8029,-1.9415,-0.0276,1.1139,-1.7889,-4.7936,9.4023,-0.8686,-3.6813,-6.5158,5.7714,6.5719,3.804,1.3582
-1.1903,-0.3913,-1.4597,3.4425,1.9854,-2.4096,5.3917,1.8289,1.0352,-6.3897,6.0959,0.7051,-4.9664,-4.9385,3.6619,2.3074,-1.1028,6.7097,6.5996,-0.4336,4.772,-0.5409,-3.3917,-7.6492,-1.0442,-1.9589,-2.7365,-9.0781,-0.0771,3.1389,6.9478,1.3863,-1.4654,2.3832,-2.8775,-1.7412,0.6565,0.6821,1.7824,5.3106,-0.5606,-1.6767,3.5077,2.9441,-1.6025,-2.0967,-3.7241,3.6453,-5.7143,5.5107
9.2175,1.332,4.8744,-5.5906,1.9297,1.4747,1.6985,-1.0303,1.4241,1.8019,-2.9997,0.5956,2.2487,-0.3339,-1.0243,-2.3354,0.6333,-4.5769,-1.5264,0.6558,-9.6806,2.8973,-0.6986,-0.5737,-1.091,-2.7408,5.7541,-4.9681,0.2955,0.1563,-2.2229,3.7465,-4.4673,4.0415,1.4006,1.0737,-5.8391,-4.9108,6.7311,2.9562,1.8134,3.0035,3.5222,-6.0549,-4.4622,-1.2452,7.6986,-5.6063,-11.1715,-7.4075
-2.4573,-0.6709,-0.7938,7.4203,2.3644,-0.559,3.9518,2.6393,4.88,-3.2375,8.8279,2.1654,-3.023,-10.2375,1.8982,0.7913,-3.7067,1.9622,-0.305,2.9674,2.4573,2.6697,2.367,-9.6557,4.4621,3.1663,1.0093,-5.6519,-1.6877,0.7949,4.6257,0.8118,1.9801,1.4852,-2.3831,1.5052,0.1857,-0.0104,2.6043,4.1218,3.7797,-3.101,-0.1271,2.3434,-5.5359,-3.477,3.1872,4.2893,-3.0874,1.2231
3.284,-3.3307,-0.2723,-2.0528,-2.4202,1.8584,-0.3989,5.398,-3.1231,-1.6157,-1.0171,-0.8268,1.6699,-5.4353,-4.3939,-1.2306,-6.7695,7.1666,0.5554,1.0843,-2.3898,-3.9925,-0.0965,0.3059,-2.3537,-0.0303,-2.4439,0.2495,1.3361,0.7994,5.0461,0.7715,5.2457,1.4598,-11.4401,1.7012,6.4151,-2.0141,-3.6675,2.0882,-2.179,-3.6148,8.3921,-0.6134,-4.3475,-6.6546,-0.3588,6.7645,2.7296,4.5657
6.2202,-1.3368,0.824,5.0356,-3.1963,-1.7785,1.8247,0.0713,-0.5038,-0.335,1.1972,0.1727,0.2243,-5.0374,-0.2712,0.0782,-9.0219,5.7671,-1.5355,0.8695,-1.6034,-2.352,-1.081,-2.4079,-2.4611,1.6714,0.4031,-5.8504,6.0017,-2.3088,2.6294,-0.1853,3.5337,-0.9076,-9.9805,0.804,5.7933,-3.3878,1.3884,1.3721,0.4516,-6.2745,6.449,-4.0314,-2.8003,-3.0575,-0.8948,6.319,0.9503,3.9414
-3.8204,0.2377,-2.2526,5.5918,-2.1803,0.3415,2.9237,6.9941,6.7633,2.1709,3.5393,1.3238,-2.1303,-7.0952,6.5182,-3.1818,1.1524,2.2555,6.4209,1.2102,2.9189,5.5497,-0.7284,-7.7436,-0.4589,0.7498,3.1124,-2.6903,-1.1988,1.05,6.8338,-0.7192,5.3003,1.0341,-4.0263,-1.1927,-0.3692,-3.1496,2.5204,3.6314,-0.4711,-3.7145,2.9798,0.931,-3.2295,-3.7204,3.4282,6.5773,-1.8212,5.9981
